artists,track_name,popularity,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Eddy Tyler,Shallow,41,214784,0.613,0.346,-11.33,0.0398,0.89,0.913,0.0994,0.128,95.981,4
A Great Big World;Futuristic,Hold Each Other (feat. Futuristic),47,216040,0.61,0.796,-5.431,0.0656,0.0365,0,0.274,0.51,159.944,4
Hanare Gumi,別れの予感,28,274133,0.63,0.367,-11.054,0.0232,0.052,0.000202,0.103,0.547,98.995,4
Ray LaMontagne,I Was Born To Love You,60,251933,0.659,0.236,-12.56,0.0304,0.84,6.32E-05,0.206,0.216,78.088,4
Aimyon,Naked Heart,47,296653,0.559,0.448,-4.11,0.0275,0.537,1.85E-05,0.0915,0.354,148.02,4
Tyrone Wells,Days I Will Remember,30,201506,0.804,0.457,-7.845,0.197,0.6,0,0.15,0.552,98.035,4
Kaiak,Smell the Coffee,49,201861,0.637,0.46,-9.07,0.0384,0.855,4.80E-05,0.114,0.345,93.955,4
Jason Mraz,Unlonely,51,231266,0.795,0.667,-4.831,0.0392,0.379,0,0.221,0.754,97.987,4
Boyce Avenue;Bea Miller,See You Again,50,239802,0.57,0.413,-7.034,0.0345,0.535,0,0.076,0.278,152.032,4
Sakura Fujiwara,ゆめのなか,28,247666,0.565,0.566,-7.258,0.0272,0.472,0.000426,0.148,0.551,92.017,4
Filip Nordin,More Than You Know - Acoustic Covers of Popular Songs,51,155510,0.776,0.319,-7.496,0.031,0.791,0,0.159,0.501,98.016,4
Gabrielle Aplin,Nothing Really Matters,45,164786,0.328,0.53,-8.124,0.0509,0.0602,0,0.057,0.753,162.031,4
The Mayries,Don't Wanna Know - Acoustic Version,54,183472,0.438,0.448,-7.676,0.0666,0.706,0,0.159,0.366,118.37,5
Allman Brown,Sweetest Thing,54,218502,0.546,0.411,-9.308,0.0475,0.701,9.73E-05,0.0955,0.528,79.785,4
Sara Bareilles;John Legend,A Safe Place to Land (feat. John Legend),57,269209,0.424,0.253,-13.259,0.0366,0.825,0,0.117,0.16,129.812,3
Suy Galvez,Your Song,27,242880,0.586,0.415,-7.834,0.0276,0.836,6.01E-05,0.122,0.704,140.005,4
The Civil Wars,Billie Jean,57,259920,0.532,0.203,-8.524,0.0668,0.829,0,0.108,0.543,89.646,4
"Melvin Taylor;Lucky Peterson;Titus Williams;Ray ""Killer"" Allison",Cadillac Assembly Line,55,318333,0.735,0.355,-19.032,0.0387,0.656,0.094,0.119,0.724,93.553,4
Eddie van der Meer,Pirates of the Caribbean Theme,30,98000,0.315,0.516,-8.112,0.0622,0.859,0.947,0.115,0.184,188.325,3
Takehara Pistol,全て身に覚えのある痛みだろう?,27,182306,0.625,0.776,-7.354,0.0354,0.0299,0,0.23,0.617,88.002,4
Luther Allison,Life Is A Bitch,41,219640,0.594,0.744,-10.096,0.0304,0.648,0.00305,0.261,0.778,102.344,4
Takehara Pistol,オールドルーキー (再録),28,361693,0.414,0.42,-5.647,0.0301,0.303,9.13E-06,0.194,0.376,97.136,4
Jason Mraz,You and I Both,57,218240,0.615,0.812,-6.573,0.0458,0.184,0,0.328,0.74,98.954,4
John Frusciante,The Past Recedes,51,233626,0.381,0.334,-11.36,0.0271,0.202,0.000203,0.411,0.171,102.632,4
Maris Racal,Laro Laro Laro,27,174124,0.466,0.14,-13.118,0.0301,0.921,0.00659,0.358,0.351,147.328,3
Front Porch Step,Stones,27,250987,0.636,0.776,-4.765,0.0362,0.00662,5.47E-06,0.0741,0.402,95.999,4
Penny and Sparrow,Need You,58,189282,0.545,0.642,-7.344,0.0279,0.517,1.75E-06,0.116,0.555,78.51,4
We The Heathens,When It's Gone,27,209606,0.532,0.54,-6.304,0.0346,0.724,0.000376,0.0464,0.765,169.826,4
Front Porch Step,Heaven Sent,27,212960,0.615,0.312,-10.054,0.0301,0.727,8.29E-05,0.256,0.354,135.145,4
Gail Blanco,Too Much Heaven,27,294853,0.664,0.45,-7.007,0.0257,0.781,1.71E-05,0.311,0.26,83.987,4
Ramshackle Glory,Face the Void,28,179920,0.466,0.421,-7.428,0.0318,0.00798,1.09E-05,0.0717,0.788,146.791,4
RENT STRIKE,V: Fair Trade Death March,27,330454,0.342,0.731,-6.015,0.0545,0.0675,6.24E-05,0.191,0.665,181.81,4
Days N Daze,Fate of a Coward,28,175046,0.583,0.534,-11.147,0.0411,0.569,0,0.351,0.943,123.094,4
Sonny Boy Williamson II,Don't Start Me To Talkin',30,153653,0.699,0.761,-7.264,0.103,0.806,0.00115,0.588,0.706,115.048,4
AJJ,Angel of Death,28,174709,0.645,0.626,-7.551,0.0364,0.259,0.00887,0.115,0.307,118.585,4
Ramshackle Glory,Bitter Old Man - Live,28,258866,0.577,0.453,-8.77,0.0489,0.395,0,0.176,0.51,132.944,4
Harley Poe,You're a Witch,28,172121,0.529,0.936,-4.061,0.0757,0.256,0.000454,0.752,0.849,91.952,4
Frank Turner,Non Serviam,27,119946,0.455,0.961,-4.527,0.0824,1.09E-05,0.0131,0.357,0.417,95.069,4
Frank Turner,The Gathering,27,159640,0.455,0.938,-4.316,0.0756,0.0022,1.21E-05,0.142,0.552,143.887,4
Eric Lumiere,7 Years,27,244821,0.662,0.268,-7.394,0.0358,0.858,0,0.11,0.394,111.594,4
Days N Daze,Comfort epershand Control,28,182204,0.486,0.423,-11.703,0.0426,0.784,0,0.32,0.75,127.551,4
Frank Turner,Demons,27,245386,0.285,0.938,-5.414,0.0795,0.00145,0.000273,0.387,0.286,159.017,4
Aimyon,愛を伝えたいだとか,65,235240,0.673,0.85,-5.021,0.0337,0.0345,1.14E-05,0.0943,0.793,100.008,4
Gen Hoshino,FUSHIGI,49,290000,0.753,0.574,-4.57,0.0483,0.0512,3.71E-06,0.141,0.527,89.024,4
Luther Allison,Bad News Is Coming,52,445533,0.639,0.496,-6.844,0.0375,0.713,0.254,0.0545,0.467,140.394,3
Ethan Loukas,I Mean Love,39,193876,0.748,0.428,-7.019,0.0314,0.542,0,0.0994,0.565,115.067,4
Gabrielle Aplin,Night Bus,38,221826,0.458,0.815,-7.16,0.0515,0.00374,1.07E-05,0.115,0.362,118.226,4
Andrew Belle,Dark Matter,45,318439,0.483,0.806,-5.111,0.0321,0.0881,0.000895,0.0991,0.19,147.049,4
Gen Hoshino,Doraemon,41,239933,0.64,0.547,-4.129,0.038,0.00676,4.95E-05,0.0585,0.95,159.992,4
Carly Lyman;Jason Lux,Landslide,49,194782,0.483,0.143,-11.535,0.035,0.958,0,0.119,0.342,104.932,3
Joshua Radin,I'd Rather Be With You [Radio Edit],28,163200,0.512,0.671,-7.738,0.0283,0.0314,0.161,0.0749,0.397,82.342,4
Blame Jones,Leave The Door Open - Acoustic,51,186503,0.817,0.305,-7.73,0.0451,0.874,0,0.115,0.52,148.017,3
Michelle Featherstone,Careful,35,256760,0.505,0.835,-4.301,0.0296,0.46,0.000352,0.165,0.484,144.171,4
Lusaint,Use Somebody - Acoustic,54,172633,0.591,0.269,-8.554,0.0301,0.911,0,0.0945,0.246,124.441,4
Kurt Cobain,She Only Lies,48,167186,0.474,0.0699,-27.372,0.038,0.992,0.898,0.116,0.243,114.606,4
Thomas Daniel,What About Us - Acoustic,60,255510,0.427,0.229,-11.564,0.0364,0.935,7.37E-06,0.0958,0.222,125.195,5
Big Mama Thornton,Hound Dog,57,181000,0.563,0.542,-10.862,0.0962,0.706,3.59E-05,0.355,0.785,133.285,4
Ingrid Michaelson,Turn To Stone,45,276386,0.354,0.175,-9.779,0.0388,0.781,7.63E-05,0.153,0.323,111.089,4
Joseph Sullinger,Drawn by the Wind (Arr. for Guitar),34,196487,0.514,0.239,-14.957,0.101,0.982,0.954,0.106,0.338,119.998,4
Neulore,Don't Shy From The Light,40,269826,0.285,0.305,-10.523,0.0285,0.26,0.0192,0.195,0.0419,133.513,4
Ben Woodward,Memories (Acoustic),46,183337,0.802,0.183,-17.1,0.403,0.809,0,0.109,0.664,91.078,4
Nathan Angelo,She’s The Song,42,217898,0.614,0.517,-6.205,0.0302,0.747,0,0.134,0.424,133.868,4
Andrew Ripp,When You Fall in Love,36,221070,0.63,0.301,-6.952,0.0288,0.877,0,0.12,0.395,104.959,4
Jason Mraz,I Won’t Give Up,16,240640,0.543,0.329,-9.46,0.0449,0.69,0,0.112,0.141,136.549,3
JJ Heller,Suitcase,46,229519,0.397,0.312,-10.504,0.0307,0.772,0,0.117,0.141,179.605,4
Filip Nordin,Stitches,26,140547,0.686,0.347,-6.075,0.0341,0.725,0,0.411,0.539,145.837,4
"Melvin Taylor;Lucky Peterson;Titus Williams;Ray ""Killer"" Allison",I 'll Play the Blues for You,52,317133,0.654,0.316,-18.692,0.041,0.786,0.0563,0.131,0.697,94.485,4
Mone Kamishiraishi,PRIDE,26,317146,0.747,0.294,-10.272,0.0366,0.956,2.37E-05,0.104,0.412,119.948,4
Gabrielle Aplin,The Power of Love,50,245160,0.277,0.291,-9.851,0.0306,0.901,2.47E-05,0.103,0.175,75.119,3
Amos Lee,Arms Of A Woman,60,251440,0.54,0.0674,-13.778,0.0368,0.888,0.000382,0.109,0.12,141.988,3
Donovan Woods,Seeing Other People,50,186143,0.444,0.44,-11.076,0.0391,0.741,2.00E-05,0.102,0.339,76.959,1
Sara Bareilles,King of Anything,61,207493,0.676,0.762,-4.172,0.0351,0.461,0,0.0574,0.81,119.003,4
Covers Culture;Acoustic Covers Culture;Lounge Covers Culture Of Popular Songs,Lost Cause - Acoustic Covers Versions of Popular Songs,26,148812,0.664,0.274,-11.005,0.0425,0.899,0,0.354,0.392,75.01,4
Keisha White,The Weakness in Me,27,199093,0.717,0.436,-8.531,0.056,0.0569,0,0.11,0.319,128.112,4
Austin Plaine,Honey,28,191973,0.517,0.578,-7.37,0.0293,0.367,1.42E-06,0.176,0.398,138.178,4
Drew Holcomb & The Neighbors,I Like to Be With Me When I'm With You,55,230773,0.595,0.384,-12.114,0.0305,0.682,2.37E-06,0.0796,0.691,90.726,4
Eddie Vedder,No More - Live,45,270466,0.337,0.605,-7.84,0.0277,0.862,0.0031,0.944,0.424,59.327,4
Beans on Toast,On & On,26,279781,0.746,0.421,-7.944,0.0756,0.409,0,0.113,0.545,97.152,4
Johnnyswim,A Million Years,28,219853,0.71,0.782,-6.276,0.0835,0.0684,8.66E-06,0.0845,0.523,123.04,4
Eddie Vedder,End Of The Road,48,199880,0.585,0.441,-9.271,0.0311,0.501,0.534,0.0967,0.0591,114.091,4
Not Half Bad,"It Really Sucked, Actually",27,89760,0.673,0.637,-7.546,0.0281,0.295,0.000383,0.184,0.541,105.043,4
Frank Turner,The Work,27,212893,0.491,0.913,-4.526,0.0567,1.88E-05,2.26E-06,0.327,0.59,89.987,4
Chuck Ragan,Trenchfoot,26,236293,0.643,0.407,-6.086,0.0355,0.414,0.000385,0.116,0.332,132.449,3
AJJ,Unicron,28,73066,0.495,0.531,-6.372,0.0582,0.696,0,0.165,0.827,155.227,4
Violent Femmes,Issues,28,185250,0.582,0.541,-5.499,0.059,0.324,0,0.0646,0.562,154.871,4
AJJ,Darkest Heart,28,122600,0.463,0.656,-3.078,0.0468,0.0845,0.00224,0.16,0.798,176.907,4
"Defiance, Ohio",Letter Home,29,91893,0.5,0.764,-7.834,0.0626,0.168,0,0.226,0.966,126.899,4
NORMANDY;Lynn Miller,Control,27,175336,0.709,0.156,-17.424,0.0357,0.924,7.77E-05,0.0895,0.188,109.799,4
Days N Daze,Fall Out,28,214099,0.434,0.832,-9.513,0.0716,0.348,3.20E-05,0.158,0.591,93.674,4
Frank Turner,The Gathering,27,159019,0.424,0.942,-3.338,0.118,0.0025,1.14E-06,0.23,0.447,143.671,4
Brandi Carlile,This Time Tomorrow,60,206267,0.606,0.326,-10.031,0.0294,0.841,0,0.139,0.414,91.626,4
Mischief Brew,Roll Me Through the Gates of Hell - Acoustic Version,28,233306,0.488,0.627,-5.867,0.0534,0.416,0,0.103,0.757,118.434,4
Gen Hoshino,SUN,48,241466,0.782,0.684,-5.774,0.0398,0.021,0,0.125,0.858,108.171,4
Parker Jenkins,Sweet but Psycho - Acoustic,43,188712,0.664,0.263,-7.988,0.0274,0.814,0,0.0817,0.371,96.214,4
Sunset & Highland,I'm the One - Acoustic,54,233488,0.601,0.372,-6.148,0.0292,0.835,0,0.129,0.444,146.086,4
Gabrielle Aplin,Magic,49,245653,0.652,0.586,-8.281,0.0402,0.469,0,0.0846,0.554,144.031,4
Kris Allen,Lost,45,198386,0.47,0.292,-9.899,0.0284,0.904,0.000104,0.0889,0.168,66.109,4
Shikao Suga,黄金の月,27,319533,0.673,0.658,-8.864,0.0343,0.176,1.57E-05,0.08,0.863,97.989,4
Ben Rector,It Would Be You,52,219066,0.655,0.587,-8.736,0.045,0.26,6.07E-06,0.0953,0.521,91.494,4
Guus Dielissen,As It Was - Acoustic Instrumental,41,139612,0.287,0.245,-20.674,0.0493,0.915,0.836,0.112,0.624,84.056,4
Jae Hall,Sweet Child O' Mine - Acoustic,51,178615,0.456,0.134,-11.248,0.0364,0.976,2.25E-05,0.107,0.316,127.976,3
Kina Grannis,Beyond The Sea,48,119423,0.676,0.118,-11.443,0.032,0.935,0,0.292,0.517,103.948,4
John Adams,Have I Told You Lately That I Love You - Acoustic,52,201885,0.58,0.188,-9.34,0.0511,0.935,0,0.264,0.431,121.648,4
Andrew Ripp,Pilots,39,219653,0.809,0.555,-5.689,0.0617,0.481,1.46E-06,0.133,0.473,104.085,4
Naotaro Moriyama,さくら - 二〇一九,27,279386,0.422,0.248,-8.245,0.03,0.95,1.16E-06,0.325,0.219,134.042,4
Chord Overstreet,Homeland,41,222400,0.49,0.456,-9.767,0.0447,0.0156,0,0.0825,0.405,154.805,4
Tyler Ward,The Hardest Thing,43,200227,0.605,0.396,-7.586,0.0667,0.387,0,0.0556,0.325,132.08,4
Postcards & Polaroids;Sad Boy,Supermarket Flowers,45,145753,0.463,0.156,-13.416,0.189,0.89,0,0.115,0.478,180.191,4
Yu Takahashi,陽はまた昇る,27,245600,0.532,0.928,-1.963,0.0397,0.108,0.0291,0.201,0.808,113.927,3
Unkle Bob,Swans,41,150346,0.387,0.41,-8.124,0.031,0.608,0.00589,0.102,0.149,117.391,4
The Cameron Collective,The Greatest Showman - Rewrite The Stars (Acoustic),33,214860,0.758,0.206,-14.68,0.0729,0.628,0,0.148,0.25,124.873,4
Boyce Avenue,Perfect,47,257390,0.631,0.29,-9.159,0.0279,0.857,0,0.181,0.398,96.593,3
John Adams,A Million Dreams - Acoustic,48,202928,0.545,0.169,-10.145,0.0457,0.953,0,0.152,0.291,138.199,4
Aimyon,3636,44,251720,0.579,0.612,-5.088,0.0266,0.702,0.00195,0.254,0.623,155.921,4
Aimyon,君はロックを聴かない,64,246306,0.524,0.687,-4.039,0.0267,0.00135,0,0.169,0.619,99.919,4
Boyce Avenue,Tears In Heaven,49,280652,0.747,0.0926,-11.531,0.0308,0.921,0,0.112,0.328,77.94,4
Joshua Radin,Paperweight by Joshua Radin and Schuyler Fisk,49,204333,0.422,0.119,-15.182,0.0354,0.555,0,0.0959,0.405,179.844,3
JJ Heller,Meant to Be,45,186373,0.539,0.356,-9.749,0.0321,0.764,0.00154,0.127,0.489,73.703,4
Kurei,Paasa,26,169315,0.737,0.238,-9.052,0.034,0.891,0.00336,0.0959,0.234,119.085,4
Us The Duo,No Matter Where You Are - Wedding Version,47,251164,0.642,0.15,-11.316,0.0351,0.832,0,0.126,0.27,104.978,4
Hanare Gumi,大安,27,322140,0.731,0.485,-10.113,0.0387,0.284,0.00464,0.147,0.463,106.052,4
Suy Galvez,Now We're Starting Over Again,26,260853,0.587,0.311,-8.987,0.0307,0.817,0,0.0863,0.374,113.683,4
JJ Heller,In the Morning,48,306853,0.277,0.198,-11.923,0.0306,0.498,0.00623,0.0984,0.134,149.937,3
Little Walter,My Babe,59,162040,0.676,0.334,-10.572,0.0508,0.862,0,0.32,0.867,158,4
Matt Pless,What a Time to Be Alive,26,199866,0.673,0.424,-11.49,0.0305,0.3,0,0.229,0.709,115.038,4
Peter Bradley Adams,The Longer I Run,53,251453,0.602,0.52,-10.831,0.028,0.732,0.221,0.0982,0.523,151.912,4
Covers Culture;Acoustic Covers Culture;Lounge Covers Culture Of Popular Songs,You're Not Sorry - Acoustic Covers Versions of Popular Songs,26,149783,0.582,0.181,-11.294,0.0386,0.821,0,0.237,0.172,133.431,4
Jay Filson,"Don't Think Twice, It's All Right - Acoustic",26,210901,0.489,0.124,-10.145,0.0436,0.952,0,0.243,0.257,91.386,4
Suy Galvez,Is There Something,26,306092,0.696,0.379,-9.724,0.0284,0.772,1.55E-06,0.101,0.359,112.967,4
Jason Mraz,Living in the Moment,48,235080,0.65,0.628,-7.16,0.0232,0.0483,0,0.119,0.7,84.141,4
KT Tunstall,Other Side Of The World,61,214560,0.501,0.684,-5.368,0.0302,0.485,0,0.083,0.369,80.039,4
Days N Daze,Torches Are Calling,27,70506,0.389,0.494,-10.78,0.131,0.186,0.000138,0.0557,0.909,86.872,4
Gail Blanco,Close to You,26,188040,0.721,0.446,-10.053,0.0305,0.797,8.59E-05,0.136,0.542,118.001,4
Eddie Vedder,Far Behind,50,135320,0.467,0.855,-5.375,0.0515,0.174,9.32E-06,0.11,0.565,135.813,4
Ankle Grease,Protest Songs,26,111641,0.37,0.703,-6.765,0.0755,0.366,0,0.394,0.482,143.848,4
AJJ,White Worms,27,163385,0.336,0.761,-6.312,0.0399,0.000546,0.00284,0.113,0.501,127.065,4
Frank Turner,Miranda,26,240866,0.524,0.578,-5.974,0.0267,0.000971,6.55E-06,0.326,0.29,75.032,4
Frank Turner,Linoleum,26,88626,0.548,0.666,-2.277,0.036,0.281,0,0.231,0.582,98.806,4
Dave Barnes,God Gave Me You,49,228960,0.459,0.823,-6.481,0.037,0.00332,1.75E-05,0.189,0.55,152.062,4
Days N Daze,Perfectly Dysfunctional,27,207151,0.316,0.879,-9.414,0.113,0.827,0.00239,0.278,0.647,88.614,4
Apes of the State,Internet Song,27,162293,0.741,0.66,-5.116,0.0408,0.521,8.14E-06,0.0941,0.856,81.061,4
Get Dead,Welcome to Hell,26,158906,0.474,0.843,-4.453,0.209,0.0205,2.71E-06,0.0636,0.901,131.992,4
Gen Hoshino,Pop Virus,47,182000,0.629,0.441,-4.614,0.126,0.0339,0,0.234,0.782,78.177,4
John Elliott,All Too Well - Jake's Version,33,578064,0.685,0.483,-9.082,0.0253,0.0772,6.09E-05,0.113,0.331,93.032,4
Brandon Chase;Taylor Manns,Dilemma,57,247683,0.627,0.246,-11.41,0.0342,0.788,0,0.118,0.52,141.303,4
Gabrielle Aplin,Miss You,44,197546,0.592,0.686,-6.904,0.0389,0.178,0,0.111,0.397,101.015,4
Zak Manley,Kiss Me,58,163913,0.663,0.178,-12.252,0.0532,0.676,0,0.279,0.541,82.372,4
Sara Farell,Teenage Dream,48,197195,0.53,0.0776,-15.478,0.0462,0.937,0,0.122,0.282,179.911,1
Tim Halperin,White,39,210226,0.537,0.674,-5.32,0.0284,0.426,0,0.128,0.329,92.049,4
Linn Brikell,All Falls Down,45,209669,0.699,0.189,-11.421,0.0469,0.944,0,0.103,0.328,129.794,4
Zack Tabudlo,This Is Love,49,206451,0.683,0.459,-8.848,0.119,0.257,0.000102,0.0759,0.287,93.083,4
Sara Farell;Simon Samaeng,Still Falling For You - Acoustic,44,252567,0.375,0.298,-11.928,0.0395,0.822,0,0.137,0.425,174.03,4
The Mayries,I Will Wait,44,216841,0.421,0.107,-15.191,0.0335,0.948,0,0.0881,0.118,104.218,4
Rosie Thomas;The Shins;Sufjan Stevens;Josh Ottum,Always Be My Baby,51,254306,0.516,0.311,-13.521,0.0306,0.936,0.000281,0.107,0.558,129.958,4
Celestial Conscience,Jocelyn Flores - Acoustic Guitar,41,59823,0.709,0.119,-20.33,0.0459,0.902,0.436,0.109,0.336,135.223,4
Isabella Celander,Use Somebody - Acoustic Version,58,186660,0.57,0.271,-11.334,0.0304,0.82,3.27E-06,0.108,0.273,125.862,4
Erato;Charlotte Almgren,As Long as You Love Me,54,151618,0.404,0.167,-12.463,0.0604,0.891,0,0.103,0.298,202.996,4
Rosi Golan,Can't Go Back,41,227413,0.559,0.241,-10.688,0.0289,0.963,2.30E-05,0.187,0.142,118.916,4
Caj Morgan,The Nights - Acoustic,46,118878,0.768,0.331,-6.687,0.0292,0.576,0,0.216,0.663,107.044,4
Yosui Inoue;Tamio Okuda,月ひとしずく,26,253600,0.592,0.773,-7.093,0.0281,0.223,0.00057,0.116,0.729,121.097,4
Brandi Carlile;Sam Smith,Party of One (feat. Sam Smith),56,259558,0.354,0.206,-11.799,0.0365,0.779,0.00021,0.0959,0.202,139.056,4
Masaharu Fukuyama,恋の魔力,27,278613,0.495,0.865,-3.21,0.0414,0.000791,6.68E-06,0.247,0.881,156.924,4
Us The Duo,Take Me Home,46,257706,0.356,0.193,-10.476,0.0311,0.14,2.60E-05,0.116,0.14,145.428,4
Takehara Pistol,ドサ回り数え歌,26,177613,0.417,0.264,-10.353,0.0328,0.279,0,0.0966,0.501,86.328,4
Kazuyoshi Saito,純風,27,177666,0.731,0.868,-6.217,0.0271,0.111,0,0.258,0.975,111.154,4
Boyce Avenue;Tyler Ward,Fix You,52,294736,0.421,0.441,-8.012,0.0271,0.413,8.35E-06,0.118,0.0992,138.07,4
Front Porch Step,Truth,26,258271,0.6,0.65,-5.127,0.0282,0.00921,0.0469,0.0781,0.49,139.975,3
Andrew Ripp,Jericho,55,203070,0.501,0.716,-4.661,0.0411,0.189,0,0.0606,0.363,70.919,4
Keisha White,The Weakness In Me,26,200720,0.717,0.554,-5.389,0.044,0.0592,0,0.11,0.324,128.039,4
Eddie Vedder,Invincible,51,286950,0.578,0.742,-5.494,0.026,0.00511,3.52E-06,0.117,0.2,107.028,4
Brendan James,Yellow Lines,51,212373,0.636,0.735,-5.162,0.0318,0.036,1.23E-06,0.0915,0.537,120.969,4
Joseph Sullinger,What a Wonderful World,49,138748,0.516,0.144,-18.858,0.051,0.992,0.952,0.115,0.433,134.688,4
Eddie Vedder,No More,47,217400,0.379,0.53,-7.229,0.0355,0.468,0.000216,0.0818,0.577,62.06,4
Howlin' Wolf,Spoonful,58,170000,0.821,0.376,-13.622,0.0487,0.669,1.39E-05,0.106,0.824,119.039,4
Johnnyswim,Over,27,382474,0.371,0.51,-8.942,0.0468,0.296,8.19E-05,0.0952,0.147,113.32,4
AJJ,Body Terror Song,58,157600,0.507,0.399,-10.917,0.0358,0.871,0.000377,0.113,0.225,115.588,4
RENT STRIKE,VI: Don't Let Love Bog You Down,26,221598,0.452,0.797,-5.229,0.0325,0.28,0.244,0.136,0.642,114.18,4
Johnnyswim,What Are You Doing New Years Eve,27,173546,0.456,0.285,-8.768,0.0501,0.769,0,0.125,0.282,129.262,4
Covers Culture,SOS - Acoustic Covers Versions,26,149610,0.351,0.109,-11.997,0.0435,0.879,0,0.158,0.64,76.851,4
Gabrielle Aplin,The Power of Love,27,245160,0.294,0.294,-9.848,0.0301,0.9,2.48E-05,0.103,0.18,75.217,4
Days N Daze,Mosquitoes,27,163013,0.638,0.543,-9.678,0.0432,0.636,0.01,0.355,0.922,140.864,4
Calibretto 13,High 5,26,201866,0.382,0.9,-4.938,0.0685,0.018,0,0.0911,0.644,79.965,4
Penny and Sparrow,Don't Wanna Be Without Ya,58,207762,0.651,0.86,-7.8,0.138,0.609,0.00646,0.0735,0.29,115,4
Ramshackle Glory,Of Ballots and Barricades - Live,27,104200,0.582,0.437,-7.047,0.0524,0.451,0,0.149,0.922,130.467,3
Rail Yard Ghosts,Dirty Little Rag,27,219219,0.461,0.799,-6.565,0.139,0.744,0,0.433,0.797,167.255,4
Laura Jane Grace,Day Old Coffee,26,73501,0.712,0.933,-2.773,0.0509,0.326,0,0.286,0.865,152.02,3
Pigeon Pit,Clawfoot,26,168240,0.44,0.947,-3.115,0.0652,0.0477,9.95E-06,0.0488,0.892,185.147,4
Pigeon Pit,Peach,27,150439,0.563,0.452,-8.96,0.048,0.877,1.38E-05,0.145,0.581,91.98,4
Harley Poe,Alone in the Dark Mansion of Madness,26,403911,0.335,0.696,-9.472,0.0307,0.642,0,0.12,0.403,95.24,4
Buddy Guy;Derek Trucks,Skin Deep (feat. Derek Trucks),29,268906,0.572,0.567,-6.147,0.0341,0.517,2.47E-05,0.158,0.498,135.217,4
Frank Turner,We Shall Not Overcome,26,232815,0.654,0.834,-4.436,0.0425,0.0172,0.000229,0.089,0.904,139.377,4
Grace Petrie,Northbound,26,270920,0.446,0.787,-7.334,0.0714,0.0328,0,0.141,0.586,125.642,4
Sara Farell,Sombody else - Acoustic,42,170712,0.444,0.316,-7.751,0.0429,0.841,0,0.138,0.571,201.64,4
Jonah Baker,Stuck with U - Acoustic,51,188181,0.558,0.209,-8.934,0.0515,0.852,0,0.111,0.41,174.887,3
Matt Johnson,Havana - Acoustic,53,141142,0.807,0.403,-8.759,0.0316,0.901,0,0.12,0.95,105.037,4
Zack Tabudlo,Yakap,66,178947,0.738,0.39,-8.437,0.0334,0.409,0,0.107,0.547,113.979,4
Sara Farell,Sunflower,51,181897,0.568,0.213,-11.882,0.0379,0.955,0,0.113,0.302,72.932,4
Mother's Daughter;Beck Pete,Hollywood's Bleeding,40,217777,0.654,0.135,-10.535,0.033,0.938,0,0.0983,0.16,100.027,4
Salty Snacks,Without You,38,179236,0.551,0.161,-13.903,0.0331,0.954,0.000925,0.116,0.356,129.786,4
Canyon City,Between the Stars,43,252013,0.484,0.292,-13.097,0.035,0.868,0.000372,0.0903,0.0771,95.446,4
The Civil Wars,To Whom It May Concern,44,211360,0.309,0.159,-13.101,0.0315,0.912,0.000264,0.1,0.139,87.493,4
Sara Farell,Issues - Acoustic,47,189732,0.627,0.307,-6.994,0.0313,0.742,0,0.106,0.471,104.669,4
Tamio Okuda,花になる,27,209200,0.512,0.884,-4.09,0.0368,5.53E-06,0,0.123,0.48,124.003,4
Richard Walters,Unconditional,52,260000,0.409,0.222,-11.358,0.0281,0.882,0.00426,0.213,0.151,63.419,4
Guus Dielissen,Moth To A Flame - Acoustic Instrumental,43,181819,0.655,0.0883,-19,0.0488,0.971,0.897,0.109,0.373,119.985,4
Boyce Avenue,Bleeding Love,56,210186,0.737,0.295,-7.179,0.0332,0.83,0,0.0984,0.369,107.107,4
Jon Bryant,Light,48,267306,0.512,0.359,-11.59,0.0277,0.567,0.0226,0.13,0.132,129.83,4
Boyce Avenue;Alex Goot,A Thousand Miles,43,244173,0.564,0.731,-7.538,0.0295,0.517,3.48E-06,0.105,0.257,95.036,4
Michael Logen,Darkness Within,33,252628,0.464,0.72,-7.466,0.0583,0.0166,0.0488,0.0803,0.199,160.057,4
Ice Seguerra,Ikaw Lamang,25,282387,0.614,0.441,-9.375,0.0294,0.76,4.18E-05,0.142,0.148,117.991,4
Ingrid Michaelson;A Great Big World,Over You,47,283266,0.292,0.281,-11.569,0.0288,0.751,0.000801,0.113,0.164,89.256,4
Ingrid Michaelson,Stay Right Where You Are,39,281213,0.652,0.263,-9.836,0.0447,0.758,2.69E-06,0.106,0.192,119.957,4
Carly Lyman;Jason Lux,(I Just) Died In Your Arms - Acoustic,47,211364,0.747,0.221,-10.528,0.0358,0.93,0,0.116,0.369,118.029,4
Jimmy Rogers,Walking By Myself,50,167266,0.621,0.519,-13.328,0.102,0.837,0.00246,0.162,0.775,117.005,4
Masaharu Fukuyama,KISSして,27,223333,0.324,0.873,-3.67,0.0664,0.00119,0,0.443,0.775,93.059,4
Todd Carey,Nintendo,47,178659,0.723,0.93,-3.292,0.128,0.239,0,0.155,0.69,124.94,4
Mone Kamishiraishi,Diamonds,26,300626,0.755,0.918,-3.558,0.0397,0.356,2.23E-06,0.319,0.634,111.017,4
