artists,track_name,popularity,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Violent Femmes,Good Feeling,47,236840,0.369,0.319,-12.088,0.0288,0.752,0.000837,0.154,0.476,160.359,4
Hanare Gumi,踊る人たち,25,305866,0.568,0.24,-13.851,0.0292,0.902,0.099,0.111,0.508,94.933,4
Aberola,Si Te Vas,26,216584,0.483,0.219,-13.27,0.0482,0.972,0,0.116,0.641,149.581,4
Front Porch Step,So Help Me God,25,257054,0.419,0.855,-4.782,0.0327,7.69E-05,0,0.272,0.261,154.098,4
She/Her/hers,To-Do Lists (Color Coded),25,167999,0.566,0.835,-7.985,0.0377,0.0167,0.0326,0.172,0.549,95.009,4
Yosui Inoue,神無月にかこまれて - Remastered 2018,26,220213,0.633,0.647,-6.348,0.0318,0.133,0.00021,0.0858,0.775,150.805,4
Eric Lumiere,7 Years,25,244821,0.662,0.268,-7.394,0.0358,0.858,0,0.11,0.394,111.594,4
Gail Blanco,Make It Easy On Yourself,25,226320,0.391,0.322,-10.845,0.0322,0.88,0,0.118,0.278,180.048,4
Harley Poe,Hollow Man,26,191552,0.448,0.821,-6.405,0.0328,0.566,0,0.339,0.618,104.687,4
Corporate Hearts,Waves of Panic,26,153342,0.301,0.552,-7.19,0.0495,0.161,0,0.143,0.761,166.406,4
Frank Turner,Miranda,25,240866,0.524,0.578,-5.974,0.0267,0.000971,6.55E-06,0.326,0.29,75.032,4
Dan Andriano in the Emergency Room,"Of Peace, Quiet And Monsters",25,261000,0.479,0.285,-12.619,0.0327,0.942,0.0437,0.111,0.618,104.933,4
Frank Turner,Little Life,25,215586,0.609,0.693,-6.395,0.0273,0.000315,0,0.3,0.452,119.992,4
Violent Femmes,Black Girls,26,340266,0.608,0.61,-13.99,0.0702,0.0278,0.335,0.0369,0.669,121.275,4
Days N Daze,Kick Your Lawyer in the Face,26,140560,0.555,0.508,-12.851,0.108,0.361,0.000968,0.12,0.961,122.037,4
Days N Daze,Fast Track,26,144009,0.446,0.621,-5.065,0.037,0.721,0,0.0881,0.867,113.896,4
Harley Poe,Maria,26,196226,0.633,0.832,-6.84,0.0863,0.0274,7.57E-06,0.0957,0.838,130.912,4
Taj Mahal,"Corinna - From ""The Natch'l Blues""",29,180920,0.621,0.294,-13.468,0.11,0.558,2.54E-05,0.0946,0.728,78.599,4
Pigeon Pit,Tall Cans,26,186461,0.648,0.389,-8.275,0.0927,0.807,9.78E-05,0.11,0.378,86.36,4
Chuck Ragan,You Get What You Give,26,217293,0.303,0.506,-6.89,0.0325,0.496,0,0.178,0.412,161.463,3
Frank Turner,Four Simple Words,25,297093,0.335,0.881,-6.48,0.0934,0.00805,0,0.11,0.173,96.9,4
Limoblaze;Lecrae;Happi,Jireh (My Provider),64,168000,0.443,0.778,-7.564,0.266,0.241,0,0.215,0.628,128.25,5
Criolo,Ainda Há Tempo,44,318360,0.58,0.8,-7.528,0.345,0.281,0,0.0708,0.483,81.303,4
Criolo,Fellini,42,171989,0.805,0.746,-5.211,0.185,0.238,0,0.215,0.717,127.922,4
Criolo,Lion Man,46,205440,0.582,0.66,-4.988,0.0544,0.399,0,0.127,0.484,83.789,4
Criolo,Espiral de Ilusão,44,220800,0.776,0.314,-9.513,0.034,0.881,0.000723,0.139,0.476,124.055,4
Criolo,Yemanjá Chegou,43,258359,0.711,0.515,-8.238,0.0514,0.679,0.000324,0.0971,0.679,90.91,4
Criolo;Rael,Tô Pra Ver,41,254520,0.637,0.818,-6.851,0.281,0.19,0,0.102,0.599,90.571,4
BaianaSystem,Terapia,39,261400,0.79,0.814,-6.358,0.0268,0.243,0.0102,0.528,0.914,124.03,4
Plastilina Mosh,Aló,40,244933,0.797,0.609,-10.537,0.131,0.00375,0.0191,0.128,0.913,142.035,4
Criolo,Vasilhame,43,172440,0.506,0.876,-5.877,0.316,0.194,1.86E-06,0.353,0.676,124.218,5
Criolo,Sucrilhos,46,240226,0.788,0.574,-9.068,0.319,0.0626,0,0.203,0.764,160.027,4
Criolo,Chuva Ácida,39,180000,0.708,0.782,-6.419,0.284,0.0507,0,0.251,0.717,94.038,4
Criolo,Breaco,40,177240,0.619,0.781,-6.548,0.333,0.148,0,0.183,0.728,182.026,4
BaianaSystem;BNegão,Reza Forte,38,232826,0.844,0.915,-4.06,0.129,0.393,0.00238,0.0847,0.872,145.997,4
Criolo,É o Teste,41,279720,0.66,0.728,-6.177,0.337,0.178,0,0.0516,0.594,91.101,4
Criolo;MC Hariel;Liniker;Maria Vilani;Jaques Morelenbaum,Pequenina,42,273973,0.606,0.6,-7.785,0.139,0.0469,0,0.327,0.529,159.971,4
Jorge Drexler;Sebastián Prada,Milonga de Ojos Dorados (Alfredo Zitarrosa) - Live on Pardelion Music,38,161342,0.67,0.273,-10.77,0.0388,0.946,0.00136,0.179,0.443,128.87,4
Criolo,Até Me Emocionei,38,175800,0.772,0.789,-7.159,0.298,0.101,0,0.0575,0.549,84.96,4
Criolo;Emicida;Mano Brown,Vida Loka I - Live,44,271840,0.434,0.877,-5.945,0.247,0.849,0,0.653,0.662,82.109,4
Criolo,Demorô,37,138480,0.755,0.709,-5.066,0.289,0.0528,0,0.0825,0.657,140.989,4
BaianaSystem;Liz Reis,Guerra Batalha,36,146000,0.437,0.357,-7.6,0.0294,0.676,1.11E-06,0.118,0.26,120.088,4
BaianaSystem,Duas Cidades,44,226040,0.789,0.899,-6.363,0.138,0.125,0,0.103,0.847,97.999,4
Criolo,Mariô,41,217400,0.763,0.577,-7.085,0.125,0.0875,0.00163,0.101,0.658,90.015,4
Criolo;Emicida;Evandro Fióti,Só Mais Uma Noite - Live,37,188666,0.518,0.918,-5.548,0.276,0.325,0,0.79,0.62,98.777,4
Criolo,Pretos Ganhando Dinheiro Incomoda Demais,48,198920,0.637,0.715,-7.032,0.074,0.0518,4.65E-05,0.122,0.347,109.859,4
Criolo,Samba Sambei,37,222560,0.87,0.737,-8.372,0.126,0.268,0.00369,0.0504,0.952,136.07,4
Juanafé,La Makinita,42,226648,0.633,0.805,-5.523,0.0329,0.0529,0,0.146,0.925,143.028,4
Criolo;Milton Nascimento,Me Corte na Boca do Céu a Morte Não Pede Perdão,44,257146,0.428,0.3,-10.214,0.157,0.638,5.18E-05,0.0987,0.278,81.403,4
Criolo,Menino Mimado,44,227640,0.83,0.604,-5.25,0.0355,0.563,0.00108,0.221,0.82,144.008,4
Criolo,Aprendendo a Sobreviver,41,212826,0.817,0.619,-6.922,0.0542,0.263,0.00317,0.0889,0.614,103.041,4
Juanafé,Tengo Luquita,45,223600,0.526,0.711,-4.373,0.0465,0.585,0,0.0728,0.651,176.27,4
Criolo,Primavera (Vai Chuva),41,244533,0.573,0.859,-4.346,0.0473,0.108,3.04E-05,0.0779,0.521,147.906,4
Criolo;Emicida,A Cada Vento - Live,41,243373,0.651,0.861,-6.625,0.109,0.43,0,0.981,0.8,98.474,4
Samuca e a Selva,Detergente,36,327836,0.721,0.741,-6.597,0.0354,0.441,0.00849,0.0775,0.977,131.001,4
Criolo,Nas Águas,41,235560,0.753,0.653,-5.511,0.0508,0.76,8.56E-06,0.0756,0.706,115.802,4
Criolo,Plano de Voo,41,218880,0.571,0.69,-8.18,0.542,0.299,0,0.103,0.228,155.991,4
Juanafé,Chiquitita,46,284875,0.715,0.556,-6.102,0.0453,0.667,0,0.132,0.902,87.973,4
Criolo,Freguês da Meia Noite,39,249600,0.634,0.393,-9.583,0.0283,0.35,0.000987,0.151,0.54,87.996,4
Criolo,Hora da Decisão,37,248520,0.731,0.575,-6.252,0.041,0.703,0,0.121,0.704,143.986,4
BaianaSystem,"Jah Jah Revolta, Pt. 2",39,309493,0.776,0.8,-4.704,0.0438,0.00631,0.0731,0.35,0.583,143.989,4
BaianaSystem,Dia da Caça,38,269986,0.486,0.867,-5.237,0.0892,0.129,0.00176,0.0731,0.358,109.003,4
Criolo,Fio de Pumo (Padê Onã),42,249960,0.77,0.819,-6.487,0.0703,0.0191,0.0133,0.377,0.732,92.996,4
Criolo,Pegue Pra Ela,37,265200,0.611,0.738,-7.341,0.0443,0.142,0.00837,0.0575,0.725,119.791,4
Criolo,Filha do Maneco,37,105360,0.674,0.518,-6.658,0.0806,0.733,3.81E-06,0.085,0.554,133.935,5
Criolo,Cria de Favela,36,171480,0.692,0.749,-4.948,0.0427,0.442,7.13E-05,0.132,0.7,111.986,4
Criolo,Boca Fofa,36,140280,0.717,0.784,-5.138,0.0353,0.73,0.0126,0.0851,0.978,168.146,4
Criolo,Calçada,37,206760,0.817,0.771,-5.132,0.087,0.704,0,0.0885,0.76,111.099,4
Criolo;Emicida,Zica Vai Lá - Live,35,238346,0.374,0.934,-5.322,0.322,0.058,0,0.804,0.389,167.661,4
Criolo;Emicida,Subirusdoistiozin - Live,37,211280,0.569,0.907,-5.619,0.31,0.602,4.35E-05,0.862,0.562,94.346,4
Jackie Mittoo,Darker Shade of Black,40,194293,0.689,0.564,-7.276,0.126,0.149,0.941,0.0909,0.758,87.474,4
Pompi,Meghar Jolonga,25,205597,0.353,0.548,-5.391,0.0332,0.709,0,0.664,0.67,200.152,4
Menahan Street Band,Queens Highway,64,67720,0.778,0.399,-8.984,0.0858,0.0751,0.835,0.103,0.321,137.305,4
Criolo,Etérea,32,253097,0.824,0.72,-8.189,0.142,0.416,0.101,0.102,0.374,116.982,4
BaianaSystem,Cabeça de Papel,37,149720,0.724,0.833,-6.962,0.0705,0.289,0.000242,0.0991,0.875,144.999,4
BaianaSystem,Invisível,36,195040,0.725,0.618,-9.842,0.046,0.325,0.000133,0.384,0.479,112.681,5
Los Pirañas,"Lambada de Oceanía, África y América",33,246613,0.522,0.672,-9.058,0.039,0.0785,0.418,0.0864,0.75,155.833,4
BaianaSystem;Orquestra Afrosinfônica,Fogo (Versão Estendida),36,250354,0.455,0.738,-6.826,0.0358,0.161,0.0678,0.0996,0.335,125.351,5
BaianaSystem;Makavelli;Jaymitta,Nauliza,35,220670,0.618,0.945,-4.49,0.112,0.0372,0.00323,0.257,0.76,169.967,4
Jorge Drexler,Mediterráneo,33,206999,0.585,0.588,-8.147,0.115,0.405,5.19E-06,0.321,0.429,100.808,3
Criolo,Me Dê Motivo,33,267853,0.864,0.623,-5.966,0.0344,0.452,0.00967,0.105,0.84,132.008,4
BaianaSystem;Buguinha Dub;Curumin;Edgar,Sonar (Adubado),34,174538,0.694,0.82,-7.885,0.048,0.113,0.897,0.147,0.588,99.922,4
BaianaSystem,Forasteiro,35,210373,0.685,0.732,-8.589,0.0322,0.00506,0.778,0.064,0.856,127.999,4
Plastilina Mosh,Oxidados,35,148000,0.483,0.994,-6.676,0.0762,0.000444,0.765,0.057,0.702,182.051,4
Samuca e a Selva,À Beça,33,321351,0.721,0.654,-7.877,0.0231,0.314,1.28E-05,0.828,0.826,102.978,4
Los Amigos Invisibles,Sueño Erótico,35,242373,0.683,0.823,-6.475,0.0559,0.138,0.067,0.176,0.837,120.03,4
Jorge Drexler;Gal Costa,"Negro Amor (It's All Over Now, Baby Clue)",35,246568,0.614,0.209,-11.445,0.0327,0.868,0.000676,0.182,0.416,119.948,4
Criolo,Povo Guerreiro,34,219071,0.793,0.658,-6.332,0.0552,0.652,1.11E-06,0.082,0.96,114.039,4
BaianaSystem,Navio,35,339413,0.591,0.873,-6.877,0.111,0.105,0.0181,0.0676,0.882,162.121,4
Criolo,No Sapatinho,35,303120,0.702,0.689,-6.112,0.221,0.152,0,0.0878,0.242,84.063,4
Metá Metá,São Jorge,33,214177,0.64,0.732,-7.078,0.0642,0.641,0.000142,0.114,0.831,112.956,4
BaianaSystem;Cássia Eller,O Segundo Sol,37,148905,0.383,0.711,-8.113,0.0671,0.174,0.000572,0.16,0.432,137.036,4
Los Amigos Invisibles,Amar Es Algo Más,36,426306,0.692,0.746,-6.359,0.0362,0.393,0.000496,0.257,0.613,107.981,4
BaianaSystem;Samba de Lata de Tijuaçú,Redoma,34,156733,0.779,0.918,-6.912,0.268,0.126,4.61E-05,0.701,0.391,100.041,4
Criolo;Emicida,Viva (Melô Dos Vileiros) - Live,32,213960,0.653,0.868,-6.12,0.336,0.649,0,0.953,0.733,82.15,4
Criolo,Samba Sambei (Dub Mix),32,220653,0.795,0.664,-10.679,0.0519,0.188,0.89,0.172,0.854,136.029,4
BaianaSystem;VANDAL,CertoPeloCertoh,34,165160,0.726,0.72,-6.841,0.31,0.327,0,0.287,0.874,149.995,4
Mandrill,Fat City Strut,34,199360,0.422,0.862,-6.534,0.153,0.602,0.00904,0.294,0.826,80.526,3
Samuca e a Selva;Luedji Luna,"Fé Cega, Faca Amolada",32,261552,0.795,0.573,-9.838,0.0554,0.403,0.004,0.102,0.65,135.123,4
Juanafé,La Bala,34,213680,0.6,0.826,-5.654,0.0476,0.0555,0,0.0835,0.77,98.046,4
Criolo,Chocolate,34,181013,0.759,0.79,-4.355,0.0656,0.264,3.91E-05,0.0707,0.914,135.953,4
Criolo,Mariô - Live,33,267480,0.572,0.874,-7.523,0.127,0.525,8.57E-06,0.711,0.681,94.006,4
Criolo;Emicida,Demorô - Live,33,213773,0.549,0.901,-6.208,0.296,0.721,0,0.913,0.35,152.298,4
BaianaSystem;As Ganhadeiras de Itapuã,Panela,33,173413,0.666,0.761,-5.472,0.0926,0.000143,0.712,0.112,0.797,143.035,4
BaianaSystem;BNegão,Reza Forte,35,232293,0.838,0.914,-4.026,0.124,0.378,0.00398,0.0979,0.855,146,4
Plastilina Mosh,Human Disco Ball,35,214960,0.797,0.99,-8.001,0.0458,0.000375,0.419,0.0333,0.926,125.023,4
BaianaSystem,Bala na Agulha,36,247000,0.688,0.864,-4.957,0.151,0.269,0.000172,0.0357,0.667,180.052,4
Juanafé,La Jardinera,33,222408,0.696,0.724,-4.86,0.0345,0.65,0,0.104,0.965,99.929,4
Hugh Masekela,Makoti,0,274933,0.469,0.824,-10.785,0.0944,0.478,0.268,0.076,0.781,220.081,4
Hugh Masekela,Nontsokolo,0,356333,0.801,0.736,-8.897,0.0395,0.343,0.000183,0.0429,0.942,105.009,4
Manu Dibango,Soul Makossa,0,265586,0.817,0.794,-8.324,0.0752,0.0563,0.229,0.0687,0.921,116.423,4
Criolo;Emicida,Triunfo - Live,34,273426,0.54,0.945,-5.021,0.271,0.315,0,0.405,0.551,92.013,4
Criolo;Emicida,Grajauex - Live,33,191453,0.358,0.905,-5.776,0.453,0.304,0,0.454,0.468,176.67,4
Hugh Masekela,District Six - Live,0,527506,0.778,0.711,-11.367,0.0643,0.352,0.0473,0.969,0.858,108.127,4
Criolo;Emicida,Não Existe Amor Em SP - Live,35,392480,0.285,0.734,-6.956,0.0506,0.3,0.0231,0.903,0.243,140.224,4
Hugh Masekela,Women Of The Sun,0,334520,0.806,0.478,-11.387,0.107,0.77,0.00036,0.0856,0.959,89.938,4
Criolo;Emicida,Bogotá - Live,33,369773,0.532,0.908,-6.124,0.238,0.367,0.000142,0.992,0.737,126.229,4
Jackie Mittoo,Black Organ,34,191506,0.837,0.598,-9.047,0.181,0.391,0.238,0.0598,0.983,145.219,4
Manu Dibango,Dikalo - Remix 97,0,247626,0.784,0.869,-6.595,0.0369,0.0107,0.83,0.0422,0.672,99.175,4
Hugh Masekela,District Six - Live,0,527506,0.778,0.711,-11.367,0.0643,0.352,0.0473,0.969,0.858,108.127,4
Ernest Ranglin,Stop That Train,3,336933,0.766,0.375,-13.456,0.0763,0.297,0.862,0.128,0.62,81.626,4
Calle 13,Atrévete-Te-Te,75,239306,0.829,0.878,-5.951,0.101,0.0959,0,0.776,0.883,87.991,4
El Michels Affair,Shimmy Shimmy Ya,49,145880,0.605,0.666,-5.77,0.0413,0.0234,0.647,0.0841,0.0865,100.138,4
Ali Farka Touré;Toumani Diabaté,Ruby,19,355840,0.361,0.31,-12.102,0.0398,0.802,0.687,0.128,0.408,177.659,4
Criolo,4 da Manhã – Deluxe Edition,30,213480,0.6,0.476,-8.558,0.084,0.7,0.00488,0.104,0.572,142.033,4
BaianaSystem;Orquestra Afrosinfônica;Antonio Carlos & Jocafi,Água (Versão Estendida),34,306750,0.74,0.8,-6.65,0.0422,0.211,0.0969,0.11,0.763,96.998,4
Jorge Drexler,Organdí,31,400362,0.531,0.249,-10.041,0.0866,0.759,0.0812,0.0909,0.106,104.039,4
Los Amigos Invisibles;Ferraz,Sólo los dos (feat. Ferraz),34,210870,0.806,0.573,-9.905,0.0557,0.317,0.125,0.149,0.696,104.994,4
Afrocidade,Tô pra Onda,29,235567,0.71,0.846,-3.981,0.0479,0.0798,0.00352,0.395,0.505,118.025,4
Los Amigos Invisibles,Eres Mis Ganas,35,315600,0.562,0.876,-4.999,0.0356,0.00127,0.00513,0.265,0.547,124.003,4
Calle 13,Bienvenidos A Mi Mundo,33,237026,0.658,0.715,-7.416,0.269,0.0174,0,0.307,0.543,189.895,4
OQuadro;Dimak,Tá Amarrado,30,232826,0.881,0.834,-5.625,0.175,0.216,3.97E-05,0.127,0.941,94.967,4
Nomade Orquestra;Russo Passapusso,Agente Russo,30,311453,0.724,0.902,-6.758,0.0322,0.102,0.000205,0.386,0.385,122.023,4
BaianaSystem;Nação Zumbi,Alfazema,32,199095,0.677,0.929,-6.017,0.0418,0.309,0.00129,0.318,0.709,129.996,4
Jorge Drexler,Crece,31,190600,0.649,0.51,-11.928,0.228,0.466,0.00202,0.0983,0.476,174.931,3
Romperayo,Alegria por un Zumo de Naranja Con Panela,30,213992,0.6,0.65,-16.989,0.0412,0.000416,0.795,0.178,0.868,131.078,4
Criolo,Cóccix-ência,31,289947,0.564,0.903,-6.173,0.0786,0.0221,0.00198,0.3,0.568,164.047,4
Los Amigos Invisibles,Dulce,33,303213,0.758,0.819,-5.945,0.0528,0.0646,0.000168,0.138,0.827,117.971,4
William Onyeabor,Ride On Baby - 1977 Version,31,390280,0.519,0.804,-4.716,0.084,0.696,0.268,0.0947,0.841,104.883,4
Jorge Drexler,La nieve en la bola de nieve,30,295866,0.457,0.231,-17.316,0.0597,0.759,0.523,0.11,0.444,133.083,4
BaianaSystem,Raminho,31,78880,0.588,0.711,-8.105,0.038,0.924,0.00698,0.31,0.951,145.818,3
BaianaSystem,"Oxe, Como Era Doce",31,247226,0.69,0.695,-10.241,0.036,0.0186,0.00351,0.456,0.564,106.032,4
Jorge Drexler,Uno,30,169066,0.715,0.686,-9.727,0.036,0.227,0.657,0.11,0.86,130.945,4
Plastilina Mosh,Ode To Mauricio Garces,33,254080,0.463,0.718,-11.202,0.0275,0.205,0.0874,0.0541,0.855,174.112,4
Jorge Drexler,Aquiles por su talón es Aquiles,31,214253,0.523,0.282,-11.418,0.0791,0.776,0.00288,0.0819,0.317,132.44,4
Samuca e a Selva,Madurar,30,241322,0.716,0.713,-6.294,0.0289,0.41,0.00067,0.153,0.896,119.957,4
Plastilina Mosh,Te Lo Juro Por Madonna (Si Omba Ta Gueno),32,179840,0.539,0.968,-5.323,0.0476,0.00049,0.0616,0.169,0.673,98.113,4
BaianaSystem;Carolaine,A Vida É Curta Pra Viver Depois,31,217866,0.682,0.703,-6.92,0.0531,0.356,0.00012,0.116,0.575,91.973,4
Plastilina Mosh,Bungaloo Punta Cometa,35,239920,0.744,0.771,-9.034,0.0892,0.608,0.052,0.103,0.661,149.822,4
BaianaSystem,Dança de Airumã,31,227573,0.683,0.862,-4.55,0.0619,0.157,0.00298,0.297,0.609,108.001,4
BaianaSystem,"Barravenida, Pt. 2",31,392638,0.532,0.844,-6.393,0.104,0.18,0.000174,0.0869,0.0822,137.954,4
Bixiga 70,Desengano da Vista,31,406573,0.535,0.644,-8.617,0.0442,0.543,0.918,0.0939,0.744,149.872,4
Samuca e a Selva,Flores Raras,31,267997,0.713,0.605,-8.45,0.0348,0.733,3.13E-06,0.552,0.885,100.014,4
BaianaSystem,Mercado,30,75026,0.596,0.394,-12.497,0.0334,0.94,0.431,0.321,0.694,97.048,4
Metá Metá,Obá Iná,33,303882,0.605,0.708,-5.546,0.0923,0.425,0,0.229,0.708,113.755,4
Jorge Drexler,Río abajo,30,186773,0.718,0.46,-11.107,0.0272,0.646,0.0012,0.123,0.509,95.564,4
Plastilina Mosh,Niño Bomba,35,223666,0.73,0.775,-8.161,0.0372,0.000472,0.00188,0.0833,0.491,107.153,4
Hugh Masekela,Makoti,0,274933,0.469,0.824,-10.785,0.0944,0.478,0.268,0.076,0.781,220.081,4
Hugh Masekela,District Six - Live,0,527506,0.778,0.711,-11.367,0.0643,0.352,0.0473,0.969,0.858,108.127,4
BaianaSystem,Calamatraca,33,181706,0.657,0.72,-6.375,0.0858,0.00356,0.000948,0.0809,0.413,142.006,4
Orquestra Brasileira de Música Jamaicana,O Guarani,32,221506,0.683,0.783,-7.155,0.0438,0.0941,0.84,0.104,0.634,141.94,4
Tony Allen,Ikeja Roads,30,160948,0.777,0.598,-13.803,0.0412,0.023,0.89,0.106,0.684,100.007,4
Jorge Drexler,La infidelidad de la era informática,30,183159,0.801,0.423,-4.918,0.0703,0.486,0.0106,0.0934,0.468,139.987,4
Hugh Masekela;Gugu Shezi,Bambezela,0,261640,0.767,0.815,-9.309,0.0397,0.31,0.000122,0.142,0.787,111.992,4
BaianaSystem,Chapéu Panamá,31,183706,0.824,0.932,-4.664,0.256,0.414,0.0136,0.0594,0.471,105.01,4
Hugh Masekela,Makoti,0,274933,0.469,0.824,-10.785,0.0944,0.478,0.268,0.076,0.781,220.081,4
Criolo;Emicida,Lion Man - Live,30,247680,0.438,0.702,-6.294,0.0405,0.587,0,0.504,0.249,84.176,4
Hugh Masekela,District Six - Live,0,527506,0.778,0.711,-11.367,0.0643,0.352,0.0473,0.969,0.858,108.127,4
Los Amigos Invisibles,Sex Appeal,32,169786,0.758,0.728,-5.127,0.044,0.00343,0.000182,0.294,0.846,120.961,4
Los Amigos Invisibles,Corazón Tatú,33,260693,0.687,0.876,-6.438,0.0344,0.00421,0.0328,0.139,0.884,126.015,4
Hugh Masekela,District Six - Live,0,527506,0.778,0.711,-11.367,0.0643,0.352,0.0473,0.969,0.858,108.127,4
CalledOut Music,Thank You Lord,45,133053,0.714,0.44,-10.676,0.0953,0.319,0.000148,0.0685,0.532,91.997,4
Ali Farka Touré,Ai Du (with Ry Cooder),16,429973,0.57,0.225,-17.168,0.029,0.306,0.0586,0.0689,0.408,151.78,3
Bang Data,Bang Data,42,180973,0.605,0.835,-6.477,0.14,0.0764,0,0.122,0.903,171.958,4
QUITAPENAS,La Educación,27,243560,0.497,0.916,-3.984,0.103,0.0774,1.97E-05,0.0635,0.934,136.705,4
Morbo y Mambo,gorila,27,162146,0.742,0.617,-10.134,0.044,0.397,0.888,0.14,0.847,101.999,4
Plastilina Mosh,Shampoo,28,139133,0.716,0.509,-6.926,0.0753,0.683,0.891,0.0884,0.374,170.117,4
Los Amigos Invisibles,Canción Ecológica,30,261885,0.76,0.649,-9.064,0.0579,0.0417,0,0.0825,0.715,105.009,4
Los Amigos Invisibles,Disco Ball,31,247646,0.754,0.818,-7.047,0.0342,0.000998,6.26E-05,0.93,0.78,105,4
Letta Mbulu,There's Music In The Air,27,417600,0.607,0.34,-15.83,0.0486,0.826,0.344,0.0752,0.667,143.074,4
Tony Allen;Damon Albarn,Go Back,29,337493,0.501,0.911,-6.49,0.154,0.0342,0.165,0.512,0.724,82.34,1
Los Amigos Invisibles,Contigo,30,252600,0.642,0.933,-5.562,0.0431,0.00928,2.31E-05,0.337,0.743,131.982,4
Subhira,Cumbia Elemental,27,250200,0.555,0.623,-7.464,0.0916,0.258,8.17E-05,0.259,0.464,90.922,4
La Misa Negra,Acosadora - Radio Edit,28,232826,0.634,0.892,-4.395,0.0519,0.0183,0.000177,0.233,0.648,99.998,4
Plastilina Mosh,JAJAJA,32,191472,0.714,0.889,-4.857,0.0367,0.0483,4.02E-05,0.413,0.935,122.757,4
Plastilina Mosh,Enzo,31,235200,0.735,0.864,-4.801,0.0742,0.00434,0.598,0.765,0.851,90.037,4
Juanafé;Demian Rodríguez,Fuiste un Trozo de Hielo en la Escarcha,28,247750,0.714,0.532,-9.327,0.0296,0.573,0,0.0909,0.795,129.972,4
Jorge Drexler,Sea - Cara B,29,252573,0.466,0.342,-15.497,0.195,0.746,1.74E-05,0.582,0.628,120.066,4
Newen Afrobeat,Chaltumay,28,356800,0.789,0.869,-6.758,0.0482,0.168,0.391,0.0944,0.909,124.947,4
Newen Afrobeat,Caminante,27,397573,0.604,0.904,-5.338,0.0483,0.0787,0.708,0.144,0.557,92.962,4
Juanafé,Como Ayer,29,217217,0.732,0.613,-8.872,0.0352,0.765,1.16E-06,0.137,0.924,102.481,4
BaianaSystem,Barravenida,27,297360,0.646,0.651,-10.789,0.0328,0.0025,0.739,0.17,0.672,133.985,4
BaianaSystem,Corneteiro Luís,29,219746,0.762,0.858,-4.589,0.0313,0.321,0.0629,0.276,0.836,126.005,4
Jorge Drexler,De amor y de casualidad,28,191466,0.741,0.564,-9.052,0.051,0.225,6.71E-05,0.0964,0.359,117.859,4
Mandrill,Mango Meat,28,286613,0.596,0.686,-7.915,0.103,0.28,0.00969,0.0726,0.729,103.949,4
Criolo,Língua Felina – Deluxe Edition,26,180480,0.77,0.797,-4.778,0.0345,0.555,0.000122,0.0928,0.964,96.879,4
Los Amigos Invisibles;C-Funk;Mcklopedia,Como te Gusta (feat. C-Funk & McKlopedia),30,167717,0.84,0.632,-7.338,0.0599,0.0674,0,0.164,0.764,93.985,4
Los Amigos Invisibles,Si Tú Te Vas,30,278093,0.783,0.491,-9.672,0.0351,0.044,0.000361,0.147,0.339,134.955,4
Jorge Drexler,Nada menos,30,220413,0.695,0.514,-9.933,0.0326,0.283,0.00019,0.116,0.439,132.065,4
El Hijo De La Cumbia,La Mara Tomaza,26,230635,0.598,0.929,-4.382,0.0629,0.0072,0.406,0.369,0.655,92.603,4
BaianaSystem,Tubarão,28,142333,0.738,0.925,-4.205,0.0429,0.0125,0.836,0.153,0.704,131.065,4
BaianaSystem;Bule Bule;Rapadura,Oxe,30,198213,0.765,0.912,-3.823,0.153,0.316,1.25E-06,0.0785,0.568,107.999,4
Jorge Drexler,Tamborero,29,264293,0.833,0.579,-9.205,0.101,0.451,0.294,0.152,0.819,94.008,4
Los Amigos Invisibles,Espérame (Extended Mix),31,337882,0.75,0.775,-7.086,0.0382,0.00914,0.0061,0.075,0.962,119.982,4
BaianaSystem,Amerikha Expressa,28,179306,0.39,0.661,-9.916,0.0321,0.61,0.726,0.298,0.205,123.257,4
BaianaSystem,Jah Jah Revolta,30,321666,0.551,0.806,-8.328,0.0558,0.026,0.00122,0.0762,0.671,143.876,4
The Budos Band,King Cobra,28,220306,0.667,0.548,-4.813,0.0298,0.0181,0.739,0.206,0.823,104.668,4
BaianaSystem;Roberto Mendes,Nesse Mundo,30,222613,0.747,0.521,-9.483,0.0325,0.638,0.0304,0.118,0.498,120.035,4
BaianaSystem;Claudia Manzo,Pachamama,29,158066,0.75,0.855,-4.441,0.0436,0.0789,0.00157,0.0851,0.879,150.03,3
Samuca e a Selva;Criolo,Cais,27,194777,0.714,0.431,-9.564,0.0327,0.781,0.00816,0.116,0.501,125.94,3
The New Mastersounds;Spellbinder,Fancy (feat. Spellbinder),30,358053,0.537,0.744,-7.267,0.0655,0.0896,0.337,0.202,0.826,153.109,4
Bixiga 70,Tema Di Malaika,27,247693,0.689,0.886,-8.548,0.0462,0.563,0.897,0.0744,0.884,107.983,4
BaianaSystem,O Carnaval Quem É Que Faz?,29,263146,0.603,0.849,-8.917,0.0392,0.1,0.138,0.106,0.674,143.027,4
BaianaSystem,Rádio África,28,198720,0.736,0.948,-5.486,0.0443,0.0586,0.694,0.854,0.848,130.013,4
